id,Geographic Area Name,Total,Total!!Male!!Under 5 years,Total!!Female!!Under 5 years,id,zip
8710000US3727022,"ZCTA5 27022, North Carolina",1560,36,32,8710000US37,27022
8710000US3728144,"ZCTA5 28144, North Carolina",22386,829,827,8710000US37,28144
8710000US3728705,"ZCTA5 28705, North Carolina",6629,145,161,8710000US37,28705
8710000US3728787,"ZCTA5 28787, North Carolina",19597,547,533,8710000US37,28787
8710000US3727517,"ZCTA5 27517, North Carolina",23054,628,639,8710000US37,27517
8710000US3727545,"ZCTA5 27545, North Carolina",22899,901,855,8710000US37,27545
8710000US3728425,"ZCTA5 28425, North Carolina",9970,335,344,8710000US37,28425
8710000US3728518,"ZCTA5 28518, North Carolina",7909,285,238,8710000US37,28518
8710000US3727840,"ZCTA5 27840, North Carolina",514,9,7,8710000US37,27840
8710000US3728213,"ZCTA5 28213, North Carolina",37169,1584,1540,8710000US37,28213
8710000US3728438,"ZCTA5 28438, North Carolina",1845,64,52,8710000US37,28438
8710000US3727886,"ZCTA5 27886, North Carolina",20801,711,674,8710000US37,27886
8710000US3728623,"ZCTA5 28623, North Carolina",1653,59,40,8710000US37,28623
8710000US3727960,"ZCTA5 27960, North Carolina",944,38,23,8710000US37,27960
8710000US3728643,"ZCTA5 28643, North Carolina",3521,105,95,8710000US37,28643
8710000US3728684,"ZCTA5 28684, North Carolina",2141,53,48,8710000US37,28684
8710000US3727055,"ZCTA5 27055, North Carolina",13918,434,394,8710000US37,27055
8710000US3728590,"ZCTA5 28590, North Carolina",23370,1024,986,8710000US37,28590
8710000US3728638,"ZCTA5 28638, North Carolina",12297,343,317,8710000US37,28638
8710000US3727609,"ZCTA5 27609, North Carolina",32883,1153,1160,8710000US37,27609
8710000US3728689,"ZCTA5 28689, North Carolina",1712,48,39,8710000US37,28689
8710000US3727510,"ZCTA5 27510, North Carolina",14607,428,431,8710000US37,27510
8710000US3728478,"ZCTA5 28478, North Carolina",4582,131,124,8710000US37,28478
8710000US3728012,"ZCTA5 28012, North Carolina",19357,589,532,8710000US37,28012
8710000US3727563,"ZCTA5 27563, North Carolina",4984,190,183,8710000US37,27563
8710000US3728127,"ZCTA5 28127, North Carolina",6744,167,170,8710000US37,28127
8710000US3728523,"ZCTA5 28523, North Carolina",2456,64,55,8710000US37,28523
8710000US3727340,"ZCTA5 27340, North Carolina",120,3,2,8710000US37,27340
8710000US3727847,"ZCTA5 27847, North Carolina",936,27,25,8710000US37,27847
8710000US3728337,"ZCTA5 28337, North Carolina",10234,340,324,8710000US37,28337
8710000US3728529,"ZCTA5 28529, North Carolina",2112,67,64,8710000US37,28529
8710000US3728726,"ZCTA5 28726, North Carolina",3203,140,126,8710000US37,28726
8710000US3728338,"ZCTA5 28338, North Carolina",4601,178,177,8710000US37,28338
8710000US3727249,"ZCTA5 27249, North Carolina",12454,364,317,8710000US37,27249
8710000US3727825,"ZCTA5 27825, North Carolina",103,3,5,8710000US37,27825
8710000US3727939,"ZCTA5 27939, North Carolina",2352,91,76,8710000US37,27939
8710000US3727212,"ZCTA5 27212, North Carolina",1462,31,33,8710000US37,27212
8710000US3727041,"ZCTA5 27041, North Carolina",7542,207,186,8710000US37,27041
8710000US3728791,"ZCTA5 28791, North Carolina",13945,322,318,8710000US37,28791
8710000US3728301,"ZCTA5 28301, North Carolina",14988,573,568,8710000US37,28301
8710000US3728403,"ZCTA5 28403, North Carolina",32039,919,913,8710000US37,28403
8710000US3727023,"ZCTA5 27023, North Carolina",11873,324,292,8710000US37,27023
8710000US3728021,"ZCTA5 28021, North Carolina",13433,368,371,8710000US37,28021
8710000US3727948,"ZCTA5 27948, North Carolina",10859,313,311,8710000US37,27948
8710000US3727006,"ZCTA5 27006, North Carolina",13993,358,294,8710000US37,27006
8710000US3727311,"ZCTA5 27311, North Carolina",3397,94,86,8710000US37,27311
8710000US3727972,"ZCTA5 27972, North Carolina",244,9,6,8710000US37,27972
8710000US3728757,"ZCTA5 28757, North Carolina",280,4,1,8710000US37,28757
8710000US3727018,"ZCTA5 27018, North Carolina",7650,212,232,8710000US37,27018
8710000US3727874,"ZCTA5 27874, North Carolina",4748,137,125,8710000US37,27874
8710000US3728226,"ZCTA5 28226, North Carolina",37118,1098,1120,8710000US37,28226
8710000US3727827,"ZCTA5 27827, North Carolina",33,0,1,8710000US37,27827
8710000US3727880,"ZCTA5 27880, North Carolina",3273,147,100,8710000US37,27880
8710000US3728034,"ZCTA5 28034, North Carolina",16366,513,543,8710000US37,28034
8710000US3728040,"ZCTA5 28040, North Carolina",7963,259,227,8710000US37,28040
8710000US3728409,"ZCTA5 28409, North Carolina",31180,923,794,8710000US37,28409
8710000US3728713,"ZCTA5 28713, North Carolina",8589,239,233,8710000US37,28713
8710000US3728741,"ZCTA5 28741, North Carolina",3123,57,48,8710000US37,28741
8710000US3728775,"ZCTA5 28775, North Carolina",296,4,5,8710000US37,28775
8710000US3728306,"ZCTA5 28306, North Carolina",39465,1654,1539,8710000US37,28306
8710000US3728624,"ZCTA5 28624, North Carolina",1639,35,46,8710000US37,28624
8710000US3727410,"ZCTA5 27410, North Carolina",51123,1259,1304,8710000US37,27410
8710000US3727455,"ZCTA5 27455, North Carolina",28527,879,844,8710000US37,27455
8710000US3728075,"ZCTA5 28075, North Carolina",16113,561,511,8710000US37,28075
8710000US3727821,"ZCTA5 27821, North Carolina",358,12,7,8710000US37,27821
8710000US3727851,"ZCTA5 27851, North Carolina",5261,159,143,8710000US37,27851
8710000US3728443,"ZCTA5 28443, North Carolina",17405,512,469,8710000US37,28443
8710000US3728615,"ZCTA5 28615, North Carolina",1876,43,40,8710000US37,28615
8710000US3728679,"ZCTA5 28679, North Carolina",2064,50,58,8710000US37,28679
8710000US3728701,"ZCTA5 28701, North Carolina",3630,114,98,8710000US37,28701
8710000US3727231,"ZCTA5 27231, North Carolina",2142,48,41,8710000US37,27231
8710000US3728114,"ZCTA5 28114, North Carolina",7533,215,193,8710000US37,28114
8710000US3728464,"ZCTA5 28464, North Carolina",2457,99,108,8710000US37,28464
8710000US3728032,"ZCTA5 28032, North Carolina",3029,92,101,8710000US37,28032
8710000US3728386,"ZCTA5 28386, North Carolina",6308,280,308,8710000US37,28386
8710000US3727214,"ZCTA5 27214, North Carolina",10277,395,347,8710000US37,27214
8710000US3727842,"ZCTA5 27842, North Carolina",1493,19,18,8710000US37,27842
8710000US3727573,"ZCTA5 27573, North Carolina",11065,381,427,8710000US37,27573
8710000US3727862,"ZCTA5 27862, North Carolina",877,17,28,8710000US37,27862
8710000US3727028,"ZCTA5 27028, North Carolina",25631,841,763,8710000US37,27028
8710000US3727239,"ZCTA5 27239, North Carolina",9020,237,224,8710000US37,27239
8710000US3727601,"ZCTA5 27601, North Carolina",7396,346,333,8710000US37,27601
8710000US3727526,"ZCTA5 27526, North Carolina",38799,1544,1502,8710000US37,27526
8710000US3727936,"ZCTA5 27936, North Carolina",1091,31,33,8710000US37,27936
8710000US3728455,"ZCTA5 28455, North Carolina",2117,89,78,8710000US37,28455
8710000US3728076,"ZCTA5 28076, North Carolina",722,26,37,8710000US37,28076
8710000US3728761,"ZCTA5 28761, North Carolina",7524,210,196,8710000US37,28761
8710000US3728025,"ZCTA5 28025, North Carolina",48433,1831,1780,8710000US37,28025
8710000US3728594,"ZCTA5 28594, North Carolina",3655,62,54,8710000US37,28594
8710000US3728323,"ZCTA5 28323, North Carolina",3182,127,120,8710000US37,28323
8710000US3727030,"ZCTA5 27030, North Carolina",38031,1173,1124,8710000US37,27030
8710000US3727376,"ZCTA5 27376, North Carolina",9386,216,219,8710000US37,27376
8710000US3728358,"ZCTA5 28358, North Carolina",36980,1550,1413,8710000US37,28358
8710000US3728423,"ZCTA5 28423, North Carolina",2290,70,79,8710000US37,28423
8710000US3728460,"ZCTA5 28460, North Carolina",7481,281,273,8710000US37,28460
8710000US3728668,"ZCTA5 28668, North Carolina",300,6,1,8710000US37,28668
8710000US3727511,"ZCTA5 27511, North Carolina",31914,1106,1042,8710000US37,27511
8710000US3727107,"ZCTA5 27107, North Carolina",46793,2097,1927,8710000US37,27107
8710000US3728104,"ZCTA5 28104, North Carolina",28040,936,871,8710000US37,28104
8710000US3728463,"ZCTA5 28463, North Carolina",8263,270,265,8710000US37,28463
8710000US3728731,"ZCTA5 28731, North Carolina",7601,215,216,8710000US37,28731
8710000US3727027,"ZCTA5 27027, North Carolina",4383,137,100,8710000US37,27027
8710000US3728786,"ZCTA5 28786, North Carolina",20174,469,526,8710000US37,28786
8710000US3728344,"ZCTA5 28344, North Carolina",3363,152,135,8710000US37,28344
8710000US3728214,"ZCTA5 28214, North Carolina",34698,1442,1327,8710000US37,28214
8710000US3728341,"ZCTA5 28341, North Carolina",4209,179,160,8710000US37,28341
8710000US3728451,"ZCTA5 28451, North Carolina",27112,1110,1029,8710000US37,28451
8710000US3727837,"ZCTA5 27837, North Carolina",5903,255,242,8710000US37,27837
8710000US3727873,"ZCTA5 27873, North Carolina",397,8,9,8710000US37,27873
8710000US3728681,"ZCTA5 28681, North Carolina",24750,762,714,8710000US37,28681
8710000US3728733,"ZCTA5 28733, North Carolina",21,0,0,8710000US37,28733
8710000US3728570,"ZCTA5 28570, North Carolina",20984,619,599,8710000US37,28570
8710000US3727013,"ZCTA5 27013, North Carolina",6049,221,184,8710000US37,27013
8710000US3727922,"ZCTA5 27922, North Carolina",1024,25,34,8710000US37,27922
8710000US3728584,"ZCTA5 28584, North Carolina",11391,342,323,8710000US37,28584
8710000US3728445,"ZCTA5 28445, North Carolina",5673,188,185,8710000US37,28445
8710000US3728330,"ZCTA5 28330, North Carolina",346,16,14,8710000US37,28330
8710000US3728209,"ZCTA5 28209, North Carolina",20112,771,713,8710000US37,28209
8710000US3728395,"ZCTA5 28395, North Carolina",2375,64,56,8710000US37,28395
8710000US3727557,"ZCTA5 27557, North Carolina",7469,252,263,8710000US37,27557
8710000US3728732,"ZCTA5 28732, North Carolina",16314,497,512,8710000US37,28732
8710000US3727568,"ZCTA5 27568, North Carolina",480,21,19,8710000US37,27568
8710000US3727577,"ZCTA5 27577, North Carolina",21538,865,887,8710000US37,27577
8710000US3727957,"ZCTA5 27957, North Carolina",1356,27,28,8710000US37,27957
8710000US3728448,"ZCTA5 28448, North Carolina",1243,30,24,8710000US37,28448
8710000US3728544,"ZCTA5 28544, North Carolina",5364,369,355,8710000US37,28544
8710000US3727504,"ZCTA5 27504, North Carolina",14382,547,548,8710000US37,27504
8710000US3727929,"ZCTA5 27929, North Carolina",1166,18,18,8710000US37,27929
8710000US3728215,"ZCTA5 28215, North Carolina",53289,2118,2192,8710000US37,28215
8710000US3728320,"ZCTA5 28320, North Carolina",9201,279,301,8710000US37,28320
8710000US3728526,"ZCTA5 28526, North Carolina",2489,58,67,8710000US37,28526
8710000US3727514,"ZCTA5 27514, North Carolina",24699,634,531,8710000US37,27514
8710000US3727523,"ZCTA5 27523, North Carolina",9548,286,305,8710000US37,27523
8710000US3728654,"ZCTA5 28654, North Carolina",3494,94,111,8710000US37,28654
8710000US3727502,"ZCTA5 27502, North Carolina",30710,1300,1229,8710000US37,27502
8710000US3728586,"ZCTA5 28586, North Carolina",7439,282,265,8710000US37,28586
8710000US3727258,"ZCTA5 27258, North Carolina",6006,206,209,8710000US37,27258
8710000US3727265,"ZCTA5 27265, North Carolina",46131,1522,1449,8710000US37,27265
8710000US3728646,"ZCTA5 28646, North Carolina",342,8,10,8710000US37,28646
8710000US3727589,"ZCTA5 27589, North Carolina",8169,257,254,8710000US37,27589
8710000US3728169,"ZCTA5 28169, North Carolina",173,4,2,8710000US37,28169
8710000US3728607,"ZCTA5 28607, North Carolina",27825,565,508,8710000US37,28607
8710000US3728742,"ZCTA5 28742, North Carolina",2692,64,59,8710000US37,28742
8710000US3727879,"ZCTA5 27879, North Carolina",311,9,8,8710000US37,27879
8710000US3728073,"ZCTA5 28073, North Carolina",5621,188,196,8710000US37,28073
8710000US3727958,"ZCTA5 27958, North Carolina",10144,317,303,8710000US37,27958
8710000US3727021,"ZCTA5 27021, North Carolina",17894,518,517,8710000US37,27021
8710000US3728273,"ZCTA5 28273, North Carolina",31395,1258,1227,8710000US37,28273
8710000US3728556,"ZCTA5 28556, North Carolina",963,11,19,8710000US37,28556
8710000US3728771,"ZCTA5 28771, North Carolina",8465,285,211,8710000US37,28771
8710000US3728054,"ZCTA5 28054, North Carolina",35574,1280,1249,8710000US37,28054
8710000US3727201,"ZCTA5 27201, North Carolina",63,3,1,8710000US37,27201
8710000US3727356,"ZCTA5 27356, North Carolina",3175,116,100,8710000US37,27356
8710000US3727046,"ZCTA5 27046, North Carolina",2022,64,52,8710000US37,27046
8710000US3728303,"ZCTA5 28303, North Carolina",30595,1147,1101,8710000US37,28303
8710000US3727544,"ZCTA5 27544, North Carolina",4151,108,120,8710000US37,27544
8710000US3727539,"ZCTA5 27539, North Carolina",18687,774,731,8710000US37,27539
8710000US3728217,"ZCTA5 28217, North Carolina",24178,1097,1056,8710000US37,28217
8710000US3728436,"ZCTA5 28436, North Carolina",2203,66,70,8710000US37,28436
8710000US3728634,"ZCTA5 28634, North Carolina",5225,168,173,8710000US37,28634
8710000US3728308,"ZCTA5 28308, North Carolina",77,3,6,8710000US37,28308
8710000US3727932,"ZCTA5 27932, North Carolina",12289,380,394,8710000US37,27932
8710000US3728377,"ZCTA5 28377, North Carolina",12555,543,510,8710000US37,28377
8710000US3728462,"ZCTA5 28462, North Carolina",11668,290,285,8710000US37,28462
8710000US3727281,"ZCTA5 27281, North Carolina",3100,101,132,8710000US37,27281
8710000US3728743,"ZCTA5 28743, North Carolina",2108,46,37,8710000US37,28743
8710000US3728351,"ZCTA5 28351, North Carolina",4759,162,160,8710000US37,28351
8710000US3728711,"ZCTA5 28711, North Carolina",12171,296,321,8710000US37,28711
8710000US3728693,"ZCTA5 28693, North Carolina",1690,71,42,8710000US37,28693
8710000US3727209,"ZCTA5 27209, North Carolina",3824,178,161,8710000US37,27209
8710000US3727040,"ZCTA5 27040, North Carolina",10893,263,234,8710000US37,27040
8710000US3728527,"ZCTA5 28527, North Carolina",1140,31,24,8710000US37,28527
8710000US3728670,"ZCTA5 28670, North Carolina",2719,62,77,8710000US37,28670
8710000US3728719,"ZCTA5 28719, North Carolina",7901,328,334,8710000US37,28719
8710000US3727242,"ZCTA5 27242, North Carolina",2079,75,63,8710000US37,27242
8710000US3727852,"ZCTA5 27852, North Carolina",2977,72,90,8710000US37,27852
8710000US3728129,"ZCTA5 28129, North Carolina",5399,158,159,8710000US37,28129
8710000US3728160,"ZCTA5 28160, North Carolina",3649,103,119,8710000US37,28160
8710000US3727941,"ZCTA5 27941, North Carolina",536,14,12,8710000US37,27941
8710000US3727527,"ZCTA5 27527, North Carolina",18216,698,709,8710000US37,27527
8710000US3728685,"ZCTA5 28685, North Carolina",2076,40,52,8710000US37,28685
8710000US3727953,"ZCTA5 27953, North Carolina",1021,23,35,8710000US37,27953
8710000US3727871,"ZCTA5 27871, North Carolina",4619,140,123,8710000US37,27871
8710000US3728392,"ZCTA5 28392, North Carolina",1574,54,38,8710000US37,28392
8710000US3728673,"ZCTA5 28673, North Carolina",5919,128,139,8710000US37,28673
8710000US3728571,"ZCTA5 28571, North Carolina",2585,26,24,8710000US37,28571
8710000US3727203,"ZCTA5 27203, North Carolina",20652,938,906,8710000US37,27203
8710000US3727508,"ZCTA5 27508, North Carolina",1580,41,56,8710000US37,27508
8710000US3728342,"ZCTA5 28342, North Carolina",215,9,12,8710000US37,28342
8710000US3728469,"ZCTA5 28469, North Carolina",5839,145,104,8710000US37,28469
8710000US3727288,"ZCTA5 27288, North Carolina",23768,692,689,8710000US37,27288
8710000US3727407,"ZCTA5 27407, North Carolina",45837,1822,1638,8710000US37,27407
8710000US3727813,"ZCTA5 27813, North Carolina",747,22,34,8710000US37,27813
8710000US3728112,"ZCTA5 28112, North Carolina",25754,963,923,8710000US37,28112
8710000US3728442,"ZCTA5 28442, North Carolina",1639,47,34,8710000US37,28442
8710000US3728790,"ZCTA5 28790, North Carolina",3185,101,86,8710000US37,28790
8710000US3727610,"ZCTA5 27610, North Carolina",62319,2927,2853,8710000US37,27610
8710000US3728479,"ZCTA5 28479, North Carolina",4708,178,172,8710000US37,28479
8710000US3728612,"ZCTA5 28612, North Carolina",12384,353,344,8710000US37,28612
8710000US3727864,"ZCTA5 27864, North Carolina",4779,172,136,8710000US37,27864
8710000US3728401,"ZCTA5 28401, North Carolina",20940,718,689,8710000US37,28401
8710000US3727326,"ZCTA5 27326, North Carolina",4002,100,125,8710000US37,27326
8710000US3727522,"ZCTA5 27522, North Carolina",12305,462,395,8710000US37,27522
8710000US3727830,"ZCTA5 27830, North Carolina",4725,126,111,8710000US37,27830
8710000US3727925,"ZCTA5 27925, North Carolina",3585,103,117,8710000US37,27925
8710000US3728373,"ZCTA5 28373, North Carolina",2150,64,71,8710000US37,28373
8710000US3728629,"ZCTA5 28629, North Carolina",75,1,1,8710000US37,28629
8710000US3728124,"ZCTA5 28124, North Carolina",6346,172,145,8710000US37,28124
8710000US3728734,"ZCTA5 28734, North Carolina",26682,731,702,8710000US37,28734
8710000US3727525,"ZCTA5 27525, North Carolina",13324,488,438,8710000US37,27525
8710000US3728139,"ZCTA5 28139, North Carolina",19537,530,537,8710000US37,28139
8710000US3728327,"ZCTA5 28327, North Carolina",15302,500,446,8710000US37,28327
8710000US3728604,"ZCTA5 28604, North Carolina",5765,128,134,8710000US37,28604
8710000US3728105,"ZCTA5 28105, North Carolina",39226,1191,1126,8710000US37,28105
8710000US3728262,"ZCTA5 28262, North Carolina",34381,1234,1120,8710000US37,28262
8710000US3728902,"ZCTA5 28902, North Carolina",1373,38,29,8710000US37,28902
8710000US3727938,"ZCTA5 27938, North Carolina",1444,47,42,8710000US37,27938
8710000US3728580,"ZCTA5 28580, North Carolina",10356,380,374,8710000US37,28580
8710000US3728759,"ZCTA5 28759, North Carolina",6922,159,171,8710000US37,28759
8710000US3727947,"ZCTA5 27947, North Carolina",1230,31,33,8710000US37,27947
8710000US3728208,"ZCTA5 28208, North Carolina",33760,1516,1470,8710000US37,28208
8710000US3728450,"ZCTA5 28450, North Carolina",2202,69,69,8710000US37,28450
8710000US3728718,"ZCTA5 28718, North Carolina",553,10,7,8710000US37,28718
8710000US3728774,"ZCTA5 28774, North Carolina",1013,16,24,8710000US37,28774
8710000US3727865,"ZCTA5 27865, North Carolina",1874,62,51,8710000US37,27865
8710000US3728671,"ZCTA5 28671, North Carolina",501,9,20,8710000US37,28671
8710000US3727292,"ZCTA5 27292, North Carolina",38741,1307,1214,8710000US37,27292
8710000US3727981,"ZCTA5 27981, North Carolina",1643,48,56,8710000US37,27981
8710000US3728740,"ZCTA5 28740, North Carolina",1364,30,17,8710000US37,28740
8710000US3728385,"ZCTA5 28385, North Carolina",3020,104,95,8710000US37,28385
8710000US3727341,"ZCTA5 27341, North Carolina",5360,151,149,8710000US37,27341
8710000US3728543,"ZCTA5 28543, North Carolina",4699,676,683,8710000US37,28543
8710000US3727217,"ZCTA5 27217, North Carolina",36207,1387,1311,8710000US37,27217
8710000US3727519,"ZCTA5 27519, North Carolina",39178,1635,1494,8710000US37,27519
8710000US3728530,"ZCTA5 28530, North Carolina",7321,236,252,8710000US37,28530
8710000US3727312,"ZCTA5 27312, North Carolina",17884,475,470,8710000US37,27312
8710000US3727888,"ZCTA5 27888, North Carolina",2549,102,110,8710000US37,27888
8710000US3727542,"ZCTA5 27542, North Carolina",9133,318,302,8710000US37,27542
8710000US3728170,"ZCTA5 28170, North Carolina",12061,418,404,8710000US37,28170
8710000US3728520,"ZCTA5 28520, North Carolina",327,15,4,8710000US37,28520
8710000US3728547,"ZCTA5 28547, North Carolina",5197,446,393,8710000US37,28547
8710000US3727812,"ZCTA5 27812, North Carolina",2589,74,77,8710000US37,27812
8710000US3727587,"ZCTA5 27587, North Carolina",52771,2055,2033,8710000US37,27587
8710000US3727878,"ZCTA5 27878, North Carolina",1931,70,67,8710000US37,27878
8710000US3727826,"ZCTA5 27826, North Carolina",622,23,19,8710000US37,27826
8710000US3727964,"ZCTA5 27964, North Carolina",545,14,24,8710000US37,27964
8710000US3728364,"ZCTA5 28364, North Carolina",14771,601,605,8710000US37,28364
8710000US3728667,"ZCTA5 28667, North Carolina",559,18,20,8710000US37,28667
8710000US3728806,"ZCTA5 28806, North Carolina",38101,1368,1336,8710000US37,28806
8710000US3728098,"ZCTA5 28098, North Carolina",3579,130,132,8710000US37,28098
8710000US3728461,"ZCTA5 28461, North Carolina",15931,367,321,8710000US37,28461
8710000US3728636,"ZCTA5 28636, North Carolina",5521,180,176,8710000US37,28636
8710000US3727974,"ZCTA5 27974, North Carolina",1268,30,37,8710000US37,27974
8710000US3727306,"ZCTA5 27306, North Carolina",6161,140,127,8710000US37,27306
8710000US3727965,"ZCTA5 27965, North Carolina",527,11,10,8710000US37,27965
8710000US3727298,"ZCTA5 27298, North Carolina",10311,315,244,8710000US37,27298
8710000US3727870,"ZCTA5 27870, North Carolina",27071,904,904,8710000US37,27870
8710000US3727875,"ZCTA5 27875, North Carolina",517,14,15,8710000US37,27875
8710000US3727571,"ZCTA5 27571, North Carolina",3893,175,164,8710000US37,27571
8710000US3728472,"ZCTA5 28472, North Carolina",18534,601,589,8710000US37,28472
8710000US3727531,"ZCTA5 27531, North Carolina",0,0,0,8710000US37,27531
8710000US3728134,"ZCTA5 28134, North Carolina",9355,362,329,8710000US37,28134
8710000US3728466,"ZCTA5 28466, North Carolina",10029,332,292,8710000US37,28466
8710000US3728747,"ZCTA5 28747, North Carolina",2198,49,54,8710000US37,28747
8710000US3727605,"ZCTA5 27605, North Carolina",4323,65,42,8710000US37,27605
8710000US3728669,"ZCTA5 28669, North Carolina",3142,103,82,8710000US37,28669
8710000US3728736,"ZCTA5 28736, North Carolina",787,18,17,8710000US37,28736
8710000US3727606,"ZCTA5 27606, North Carolina",40104,1157,1092,8710000US37,27606
8710000US3728307,"ZCTA5 28307, North Carolina",15974,1731,1763,8710000US37,28307
8710000US3728282,"ZCTA5 28282, North Carolina",0,0,0,8710000US37,28282
8710000US3728350,"ZCTA5 28350, North Carolina",287,7,11,8710000US37,28350
8710000US3728393,"ZCTA5 28393, North Carolina",2005,56,65,8710000US37,28393
8710000US3727024,"ZCTA5 27024, North Carolina",2669,72,67,8710000US37,27024
8710000US3727050,"ZCTA5 27050, North Carolina",3893,100,95,8710000US37,27050
8710000US3727355,"ZCTA5 27355, North Carolina",2660,72,86,8710000US37,27355
8710000US3727301,"ZCTA5 27301, North Carolina",8746,292,303,8710000US37,27301
8710000US3727604,"ZCTA5 27604, North Carolina",41570,1663,1657,8710000US37,27604
8710000US3728120,"ZCTA5 28120, North Carolina",19609,664,603,8710000US37,28120
8710000US3728574,"ZCTA5 28574, North Carolina",15096,809,752,8710000US37,28574
8710000US3727890,"ZCTA5 27890, North Carolina",2459,76,95,8710000US37,27890
8710000US3728480,"ZCTA5 28480, North Carolina",2444,33,30,8710000US37,28480
8710000US3727803,"ZCTA5 27803, North Carolina",21109,686,678,8710000US37,27803
8710000US3728072,"ZCTA5 28072, North Carolina",1357,37,49,8710000US37,28072
8710000US3728781,"ZCTA5 28781, North Carolina",939,24,17,8710000US37,28781
8710000US3728006,"ZCTA5 28006, North Carolina",1130,32,30,8710000US37,28006
8710000US3728203,"ZCTA5 28203, North Carolina",11216,396,404,8710000US37,28203
8710000US3727872,"ZCTA5 27872, North Carolina",375,9,12,8710000US37,27872
8710000US3728204,"ZCTA5 28204, North Carolina",4407,144,147,8710000US37,28204
8710000US3728435,"ZCTA5 28435, North Carolina",2490,69,61,8710000US37,28435
8710000US3728452,"ZCTA5 28452, North Carolina",694,28,21,8710000US37,28452
8710000US3728349,"ZCTA5 28349, North Carolina",3323,104,103,8710000US37,28349
8710000US3728412,"ZCTA5 28412, North Carolina",35343,1103,1082,8710000US37,28412
8710000US3727244,"ZCTA5 27244, North Carolina",11245,205,214,8710000US37,27244
8710000US3727612,"ZCTA5 27612, North Carolina",34783,1046,1046,8710000US37,27612
8710000US3728470,"ZCTA5 28470, North Carolina",10515,288,294,8710000US37,28470
8710000US3727284,"ZCTA5 27284, North Carolina",51041,1599,1515,8710000US37,27284
8710000US3728572,"ZCTA5 28572, North Carolina",6531,217,217,8710000US37,28572
8710000US3727881,"ZCTA5 27881, North Carolina",61,0,1,8710000US37,27881
8710000US3728206,"ZCTA5 28206, North Carolina",10233,444,450,8710000US37,28206
8710000US3728501,"ZCTA5 28501, North Carolina",19874,697,756,8710000US37,28501
8710000US3728532,"ZCTA5 28532, North Carolina",23223,1370,1333,8710000US37,28532
8710000US3728714,"ZCTA5 28714, North Carolina",16588,429,390,8710000US37,28714
8710000US3728619,"ZCTA5 28619, North Carolina",1408,42,38,8710000US37,28619
8710000US3727966,"ZCTA5 27966, North Carolina",1052,55,37,8710000US37,27966
8710000US3728504,"ZCTA5 28504, North Carolina",21092,602,640,8710000US37,28504
8710000US3727248,"ZCTA5 27248, North Carolina",4524,127,128,8710000US37,27248
8710000US3728269,"ZCTA5 28269, North Carolina",70421,2933,2681,8710000US37,28269
8710000US3728723,"ZCTA5 28723, North Carolina",7982,170,161,8710000US37,28723
8710000US3727806,"ZCTA5 27806, North Carolina",2331,62,66,8710000US37,27806
8710000US3728803,"ZCTA5 28803, North Carolina",28301,776,753,8710000US37,28803
8710000US3727503,"ZCTA5 27503, North Carolina",3469,98,88,8710000US37,27503
8710000US3727858,"ZCTA5 27858, North Carolina",50684,1374,1294,8710000US37,27858
8710000US3727921,"ZCTA5 27921, North Carolina",4805,166,114,8710000US37,27921
8710000US3728147,"ZCTA5 28147, North Carolina",23381,902,853,8710000US37,28147
8710000US3728202,"ZCTA5 28202, North Carolina",8439,172,151,8710000US37,28202
8710000US3727704,"ZCTA5 27704, North Carolina",34075,1483,1383,8710000US37,27704
8710000US3728398,"ZCTA5 28398, North Carolina",8019,298,338,8710000US37,28398
8710000US3728103,"ZCTA5 28103, North Carolina",10191,320,293,8710000US37,28103
8710000US3728540,"ZCTA5 28540, North Carolina",48807,2527,2451,8710000US37,28540
8710000US3728439,"ZCTA5 28439, North Carolina",1589,58,35,8710000US37,28439
8710000US3727016,"ZCTA5 27016, North Carolina",1808,50,46,8710000US37,27016
8710000US3727310,"ZCTA5 27310, North Carolina",6710,192,161,8710000US37,27310
8710000US3727546,"ZCTA5 27546, North Carolina",16601,567,591,8710000US37,27546
8710000US3728125,"ZCTA5 28125, North Carolina",2525,79,62,8710000US37,28125
8710000US3728173,"ZCTA5 28173, North Carolina",44902,1649,1571,8710000US37,28173
8710000US3728751,"ZCTA5 28751, North Carolina",2913,47,51,8710000US37,28751
8710000US3727892,"ZCTA5 27892, North Carolina",15032,454,463,8710000US37,27892
8710000US3728746,"ZCTA5 28746, North Carolina",2386,44,37,8710000US37,28746
8710000US3728778,"ZCTA5 28778, North Carolina",9441,312,260,8710000US37,28778
8710000US3727358,"ZCTA5 27358, North Carolina",14059,360,317,8710000US37,27358
8710000US3728399,"ZCTA5 28399, North Carolina",2140,80,65,8710000US37,28399
8710000US3728372,"ZCTA5 28372, North Carolina",13063,459,475,8710000US37,28372
8710000US3727330,"ZCTA5 27330, North Carolina",37049,1368,1407,8710000US37,27330
8710000US3727110,"ZCTA5 27110, North Carolina",0,0,0,8710000US37,27110
8710000US3727559,"ZCTA5 27559, North Carolina",2282,60,72,8710000US37,27559
8710000US3728376,"ZCTA5 28376, North Carolina",37338,1986,1915,8710000US37,28376
8710000US3728525,"ZCTA5 28525, North Carolina",3122,95,112,8710000US37,28525
8710000US3727540,"ZCTA5 27540, North Carolina",29349,1446,1411,8710000US37,27540
8710000US3727703,"ZCTA5 27703, North Carolina",41712,1854,1813,8710000US37,27703
