Record ID Number,TIGER Address Range Match Indicator,TIGER Match Type,TIGER Output Address,"Interpolated Longitude, Latitude",TIGER Line ID,TIGER Line ID Side,State Code,County Code,Tract Code,Block Code,address,city,state,zip
60,Match,Exact,"11109 POOLE RD, WENDELL, NC, 27591","-78.40942,35.766552",612818023,L,37,183,54402,3030,11109 POOLE ROAD, WENDELL, NC,27591
61,Match,Exact,"2215 W MILLBROOK RD, RALEIGH, NC, 27612","-78.681725,35.860363",612824960,L,37,183,52506,1000,2215 WEST MILLBROOK RD, RALEIGH, NC,27612
62,Match,Exact,"10200 STRICKLAND RD, RALEIGH, NC, 27615","-78.66527,35.90234",634987184,R,37,183,53807,1008,10200 STRICKLAND ROAD, RALEIGH, NC,27615
63,Match,Non_Exact,"3821 NW CARY PKWY, CARY, NC, 27513","-78.819534,35.792812",639843454,R,37,183,53523,2013,3821 NW CARY PARKWAY, CARY, NC,27513
64,Match,Non_Exact,"221 SIX FORKS RD, RALEIGH, NC, 27609","-78.628914,35.821445",208347739,L,37,183,52701,3011,221 EAST SIX FORKS ROAD, RALEIGH, NC,27609
65,Match,Exact,"1600 BENSON RD, GARNER, NC, 27529","-78.603836,35.684006",614340297,L,37,183,52808,3000,1600 BENSON ROAD, GARNER, NC,27529
66,Match,Exact,"2912 BRENTWOOD RD, RALEIGH, NC, 27604","-78.59618,35.819347",624727677,R,37,183,52705,1017,2912 BRENTWOOD ROAD, RALEIGH, NC,27604
67,Match,Exact,"4905 WESTERN BLVD, RALEIGH, NC, 27606","-78.70709,35.78614",72500894,L,37,183,52407,1016,4905 WESTERN BLVD, RALEIGH, NC,27606
68,Match,Exact,"350 W JONES ST, FUQUAY VARINA, NC, 27526","-78.80457,35.587334",72491273,R,37,183,53106,1025,350 WEST JONES STREET, FUQUAY-VARINA, NC,27526
69,Match,Exact,"5511 AVENT FERRY RD, RALEIGH, NC, 27606","-78.71724,35.7557",639245196,R,37,183,52301,1011,5511 AVENT FERRY ROAD, RALEIGH, NC,27606
290,Match,Exact,"202 TREYBROOKE DR, MORRISVILLE, NC, 27560","-78.837,35.83264",636581903,R,37,183,53607,1028,202 TREYBROOKE DR, MORRISVILLE, NC,27560
170,Match,Exact,"321 SPRING FOREST RD, RALEIGH, NC, 27609","-78.63147,35.86138",208346911,R,37,183,54001,1000,321 SPRING FOREST ROAD, RALEIGH, NC,27609
291,Match,Exact,"2625 GARNER RD, RALEIGH, NC, 27610","-78.63112,35.743412",72509375,L,37,183,52101,3005,2625 GARNER ROAD, RALEIGH, NC,27610
171,Match,Exact,"1590 DUNN RD, RALEIGH, NC, 27614","-78.58502,35.925774",647294403,L,37,183,54013,1017,1590 DUNN ROAD, RALEIGH, NC,27614
292,Match,Exact,"741 CHAPPELL DR, RALEIGH, NC, 27606","-78.68309,35.770206",72502954,L,37,183,52302,1009,741 CHAPPELL DRIVE, RALEIGH, NC,27606
172,Match,Exact,"101 OCEANA PL, CARY, NC, 27513","-78.80926,35.770905",72543546,R,37,183,53423,1001,101 OCEANA PLACE, CARY, NC,27513
293,Match,Exact,"1509 FOXWOOD DR, GARNER, NC, 27529","-78.627945,35.70884",72652796,L,37,183,52802,2007,1509 FOXWOOD DRIVE, GARNER, NC,27529
173,Match,Exact,"9301 LEESVILLE RD, RALEIGH, NC, 27613","-78.725555,35.899994",208370891,L,37,183,53711,1023,9301 LEESVILLE RD, RALEIGH, NC,27613
294,Match,Exact,"1417 CLIFTON ST, RALEIGH, NC, 27604","-78.62665,35.79711",72507792,L,37,183,50500,2013,1417 CLIFTON STREET, RALEIGH, NC,27604
174,Match,Exact,"1201 FRIENDSHIP CHAPEL RD, WAKE FOREST, NC, 27587","-78.497696,35.96442",637759304,L,37,183,54208,1004,1201 FRIENDSHIP CHAPEL RD, WAKE FOREST, NC,27587
295,Match,Exact,"5315 CREEDMOOR RD, RALEIGH, NC, 27612","-78.68057,35.85358",637585073,L,37,183,52506,1006,5315 CREEDMOOR ROAD, RALEIGH, NC,27612
175,Match,Exact,"131 KEYBRIDGE DR, MORRISVILLE, NC, 27560","-78.8219,35.819885",72641476,R,37,183,53522,2014,131 KEYBRIDGE DRIVE, MORRISVILLE, NC,27560
296,Match,Non_Exact,"300 SE CARY PKWY, CARY, NC, 27511","-78.77759,35.75793",72652110,R,37,183,53506,4007,300 SE CARY PARKWAY, CARY, NC,27511
176,Match,Exact,"2300 SPRING FOREST RD, RALEIGH, NC, 27615","-78.602066,35.86253",72595848,L,37,183,54004,3004,2300 SPRING FOREST RD, RALEIGH, NC,27615
297,Match,Exact,"7100 HOLLY SPRINGS RD, RALEIGH, NC, 27606","-78.74629,35.730022",72662627,R,37,183,53003,2010,7100 HOLLY SPRINGS ROAD, RALEIGH, NC,27606
177,Match,Exact,"1815 OLIVE CHAPEL RD, APEX, NC, 27502","-78.89737,35.734497",639839726,R,37,183,53413,1000,1815 OLIVE CHAPEL RD, APEX, NC,27502
298,Match,Exact,"10308 HOLLY SPRINGS RD, HOLLY SPRINGS, NC, 27540","-78.817505,35.655724",647291603,L,37,183,53203,2037,10308 HOLLY SPRINGS ROAD, HOLLY SPRINGS, NC,27540
178,Match,Exact,"10350 DURANT RD, RALEIGH, NC, 27614","-78.58643,35.90413",647312952,R,37,183,54013,4000,10350 DURANT RD, RALEIGH, NC,27614
299,Match,Exact,"735 ROCK QUARRY RD, RALEIGH, NC, 27610","-78.61937,35.77008",72509185,L,37,183,50700,3037,735 ROCK QUARRY ROAD, RALEIGH, NC,27610
179,Match,Exact,"932 HEATHER PARK DR, GARNER, NC, 27529","-78.61468,35.691536",624025094,L,37,183,52808,1021,932 HEATHER PARK DRIVE, GARNER, NC,27529
72,Match,Exact,"9420 SIX FORKS RD, RALEIGH, NC, 27615","-78.65243,35.907795",639847490,R,37,183,53808,2011,9420 SIX FORKS RD, RALEIGH, NC,27615
73,Match,Exact,"6215 LITCHFORD RD, RALEIGH, NC, 27615","-78.59836,35.86368",72615929,L,37,183,54012,3002,6215 LITCHFORD RD, RALEIGH, NC,27615
74,Match,Exact,"9725 FAYETTEVILLE RD, RALEIGH, NC, 27603","-78.71293,35.639187",208353661,R,37,183,53110,1020,9725 FAYETTEVILLE ROAD, RALEIGH, NC,27603
75,Match,Exact,"1201 KENT RD, RALEIGH, NC, 27606","-78.69381,35.782475",612823822,L,37,183,52408,1002,1201 KENT ROAD, RALEIGH, NC,27606
76,Match,Exact,"5501 AVENT FERRY RD, RALEIGH, NC, 27606","-78.717224,35.755737",639245196,R,37,183,52301,1011,5501 AVENT FERRY ROAD, RALEIGH, NC,27606
77,Match,Exact,"8408 STRICKLAND RD, RALEIGH, NC, 27615","-78.635826,35.89448",647286040,R,37,183,53808,2019,8408 STRICKLAND RD, RALEIGH, NC,27615
78,Match,Non_Exact,"3933 NEW BERN AVE, RALEIGH, NC, 27610","-78.573906,35.798492",647282783,R,37,183,52707,3035,3933 NEW BERN AVE, RALEIGH, NC,27610
180,Match,Exact,"3103 KELLEY AUSTIN DR, RALEIGH, NC, 27610","-78.58323,35.79201",639849999,L,37,183,54106,1035,3103 KELLEY AUSTIN DR, RALEIGH, NC,27610
182,Match,Non_Exact,"1118 SE MAYNARD RD, CARY, NC, 27511","-78.76419,35.781605",208369301,L,37,183,53517,1010,1118 E MAYNARD ROAD, CARY, NC,27511
183,Match,Exact,"9325 LEESVILLE RD, RALEIGH, NC, 27613","-78.72575,35.90047",208370891,L,37,183,53711,1023,9325 LEESVILLE ROAD, RALEIGH, NC,27613
184,Match,Exact,"223 MILLBROOK RD, RALEIGH, NC, 27609","-78.64391,35.856216",72595634,R,37,183,53716,2004,223 W MILLBROOK ROAD, RALEIGH, NC,27609
185,Match,Exact,"203 KILMAYNE DR, CARY, NC, 27511","-78.78464,35.76951",641585212,R,37,183,53519,3001,203 KILMAYNE DRIVE, CARY, NC,27511
186,Match,Exact,"250 CORNERSTONE DR, CARY, NC, 27519","-78.84866,35.788204",72588311,R,37,183,53425,2005,250 CORNERSTONE DRIVE, CARY, NC,27519
187,Match,Exact,"2300 BRIDGEPORT DR, RALEIGH, NC, 27615","-78.67823,35.889748",72520726,R,37,183,53722,1005,2300 BRIDGEPORT DRIVE, RALEIGH, NC,27615
188,Match,Exact,"200 FOREST DR, KNIGHTDALE, NC, 27545","-78.47814,35.800426",72512826,R,37,183,54112,1028,200 FOREST DR, KNIGHTDALE, NC,27545
189,Match,Exact,"1101 VANDORA SPRINGS RD, GARNER, NC, 27529","-78.62696,35.704277",72511438,R,37,183,52801,5004,1101 VANDORA SPRINGS RD, GARNER, NC,27529
80,Match,Exact,"450 CREECH RD, GARNER, NC, 27529","-78.6023,35.714985",647313370,R,37,183,52803,2019,450 CREECH ROAD, GARNER, NC,27529
82,Match,Exact,"1020 PENSELWOOD DR, RALEIGH, NC, 27604","-78.53535,35.801647",72605148,R,37,183,54113,1010,1020 PENSELWOOD DRIVE, RALEIGH, NC,27604
83,Match,Exact,"5018 DILLARD DR, RALEIGH, NC, 27606","-78.72324,35.750797",647314671,R,37,183,53008,1033,5018 DILLARD DRIVE, RALEIGH, NC,27606
84,Match,Exact,"1212 HERITAGE LINKS DR, WAKE FOREST, NC, 27587","-78.50332,35.947067",612827674,R,37,183,54211,2051,1212 HERITAGE LINKS DR, WAKE FOREST, NC,27587
85,Match,Exact,"6510 CHAPEL HILL RD, RALEIGH, NC, 27607","-78.73551,35.79001",639846264,L,37,183,52401,1066,6510 CHAPEL HILL ROAD, RALEIGH, NC,27607
86,Match,Exact,"10030 DURANT RD, RALEIGH, NC, 27614","-78.58168,35.9024",639841077,R,37,183,54013,4000,10030 DURANT ROAD, RALEIGH, NC,27614
87,Match,Exact,"2614 FAIRWAY DR, RALEIGH, NC, 27603","-78.66368,35.7435",650035950,R,37,183,54500,4009,2614 FAIRWAY DRIVE, RALEIGH, NC,27603
88,Match,Non_Exact,"228 W EDENTON ST, RALEIGH, NC, 27603","-78.642204,35.781322",72503617,R,37,183,50100,1038,228 W EDENTON STREET, RALEIGH, NC,27603
89,Match,Exact,"3601 HARDEN RD, RALEIGH, NC, 27607","-78.70102,35.81308",72638540,L,37,183,52504,1007,3601 HARDEN ROAD, RALEIGH, NC,27607
191,Match,Exact,"109 RIDGE ST, KNIGHTDALE, NC, 27545","-78.47873,35.78536",72513052,R,37,183,54108,3048,109 RIDGE ST, KNIGHTDALE, NC,27545
192,Match,Exact,"1020 TODD RD, KNIGHTDALE, NC, 27545","-78.44781,35.833157",208377456,R,37,183,54403,3007,1020 TODD ROAD, KNIGHTDALE, NC,27545
194,Match,Exact,"10741 FOREST PINES DR, RALEIGH, NC, 27614","-78.5447,35.94261",208346457,L,37,183,54208,1091,10741 FOREST PINES DRIVE, RALEIGH, NC,27614
195,Match,Exact,"2733 COMMUNITY DR, RALEIGH, NC, 27610","-78.596954,35.770638",72541327,L,37,183,52002,3000,2733 COMMUNITY DRIVE, RALEIGH, NC,27610
196,Match,Exact,"1413 AVERSBORO RD, GARNER, NC, 27529","-78.61674,35.693142",72534992,R,37,183,52808,1021,1413 AVERSBORO ROAD, GARNER, NC,27529
197,Match,Exact,"7601 SIX FORKS RD, RALEIGH, NC, 27615","-78.64632,35.883297",72496180,L,37,183,53723,2017,7601 SIX FORKS ROAD, RALEIGH, NC,27615
198,Match,Exact,"1420 HEDINGHAM BLVD, RALEIGH, NC, 27604","-78.55642,35.800068",612830456,L,37,183,54105,1024,1420 HEDINGHAM BOULEVARD, RALEIGH, NC,27604
199,Match,Exact,"955 W CHATHAM ST, CARY, NC, 27511","-78.80158,35.775616",639850883,R,37,183,53518,3000,955 WEST CHATHAM STREET, CARY, NC,27511
90,Match,Exact,"100 LUMPKIN ST, RALEIGH, NC, 27610","-78.61324,35.777344",639849911,R,37,183,52002,4007,100 LUMPKIN ST, RALEIGH, NC,27610
91,Match,Exact,"3800 HILLSBOROUGH ST, RALEIGH, NC, 27607","-78.68898,35.79439",72623120,R,37,183,52401,2000,3800 HILLSBOROUGH STREET, RALEIGH, NC,27607
92,Match,Exact,"4926 FAYETTEVILLE RD, RALEIGH, NC, 27603","-78.65722,35.71346",638677909,R,37,183,53009,1020,4926 FAYETTEVILLE ROAD, RALEIGH, NC,27603
93,Match,Exact,"316 COLONADES WAY, CARY, NC, 27518","-78.77843,35.739563",72568317,L,37,183,53004,1006,316 COLONADES WAY SUITE 101 C, CARY, NC,27518
94,Match,Exact,"316 COLONADES WAY, CARY, NC, 27518","-78.77843,35.739563",72568317,L,37,183,53004,1006,316 COLONADES WAY SUITE 107 C, CARY, NC,27518
96,Match,Exact,"1147 EXECUTIVE CIR, CARY, NC, 27511","-78.780945,35.766266",72577140,R,37,183,53506,3001,1147 EXECUTIVE CIRCLE, CARY, NC,27511
97,Match,Exact,"4309 TEN TEN RD, APEX, NC, 27539","-78.77367,35.69637",208357841,R,37,183,53005,3022,4309 TEN TEN ROAD, APEX, NC,27539
98,Match,Exact,"6840 FALLS OF NEUSE RD, RALEIGH, NC, 27615","-78.624886,35.879097",612815589,R,37,183,54012,1009,6840 FALLS OF NEUSE RD, RALEIGH, NC,27615
99,Match,Non_Exact,"120 W HARGETT ST, RALEIGH, NC, 27601","-78.640594,35.778316",72508480,R,37,183,50100,1070,120 WEST HARGETT, RALEIGH, NC,27601
300,Match,Exact,"6600 CREEDMOOR RD, RALEIGH, NC, 27613","-78.679,35.876728",647310346,L,37,183,53707,1015,6600 CREEDMOOR RD, RALEIGH, NC,27613
301,Match,Non_Exact,"1177 NW MAYNARD RD, CARY, NC, 27513","-78.81006,35.78249",635127241,L,37,183,53525,2002,1177 NW MAYNARD RD, CARY, NC,27513
302,Match,Exact,"4027 DAVIS DR, MORRISVILLE, NC, 27560","-78.85585,35.83596",72641342,L,37,183,53602,1051,4027 DAVIS DR, MORRISVILLE, NC,27560
303,Match,Exact,"1308 HERITAGE LINKS DR, WAKE FOREST, NC, 27587","-78.50161,35.945084",612821172,R,37,183,54211,2045,1308 HERITAGE LINKS DRIVE, WAKE FOREST, NC,27587
304,Match,Non_Exact,"655 OLD HONEYCUTT RD, FUQUAY VARINA, NC, 27526","-78.77437,35.588554",634093688,R,37,183,53107,1000,655 OLD HONEYCUTT ROAD, FUQUAY-VARINA, NC,27526
306,Match,Exact,"10550 LITTLE BRIER CREEK LN, RALEIGH, NC, 27617","-78.78961,35.912865",650038415,R,37,183,53610,1008,10550 LITTLE BRIER CREEK LN, RALEIGH, NC,27617
307,Match,Exact,"801 EARP ST, HOLLY SPRINGS, NC, 27540","-78.82037,35.65313",72639114,R,37,183,53202,1016,801 EARP STREET, HOLLY SPRINGS, NC,27540
308,Match,Exact,"903 OLIVE CHAPEL RD, APEX, NC, 27502","-78.86557,35.73612",639843021,L,37,183,53414,2000,903 OLIVE CHAPEL ROAD, APEX, NC,27502
310,Match,Exact,"1215 RIDGE RD, RALEIGH, NC, 27607","-78.68755,35.802994",72501698,L,37,183,51502,1003,1215 RIDGE RD, RALEIGH, NC,27607
311,Match,Exact,"2590 LAURA DUNCAN RD, CARY, NC, 27513","-78.82319,35.763878",639408483,L,37,183,53424,1026,2590 LAURA DUNCAN ROAD, CARY, NC,27513
312,Match,Exact,"7600 FALLS OF NEUSE RD, RALEIGH, NC, 27615","-78.62754,35.887627",208346216,R,37,183,54011,2010,7600 FALLS OF NEUSE ROAD, RALEIGH, NC,27615
313,Match,Non_Exact,"470 E WILLIAMS ST, APEX, NC, 27502","-78.84877,35.725292",639847309,L,37,183,53417,1000,470 W WILLIAMS ST, APEX, NC,27502
314,Match,Exact,"102 DAVIS GROVE CIR, CARY, NC, 27519","-78.84712,35.77587",612815918,R,37,183,53408,1024,102 DAVIS GROVE CIRCLE, CARY, NC,27519
316,Match,Non_Exact,"801 W HOLLY SPRINGS RD, HOLLY SPRINGS, NC, 27540","-78.844864,35.65646",72651631,L,37,183,53204,1005,801 HOLLY SPRINGS RD, HOLLY SPRINGS, NC,27540
318,Match,Exact,"560 EVENING STAR DR, APEX, NC, 27502","-78.89627,35.736633",618433099,L,37,183,53412,1008,560 EVENING STAR DRIVE, APEX, NC,27502
319,Match,Exact,"2185 DAVIS DR, CARY, NC, 27519","-78.848335,35.781925",208360000,L,37,183,53424,2006,2185 DAVIS DRIVE, CARY, NC,27519
200,Match,Exact,"9313 LEESVILLE RD, RALEIGH, NC, 27613","-78.725655,35.90023",208370891,L,37,183,53711,1023,9313 LEESVILLE ROAD, RALEIGH, NC,27613
201,Match,Exact,"10250 CHAPEL HILL RD, MORRISVILLE, NC, 27560","-78.82719,35.831104",647318127,R,37,183,53607,1000,10250 CHAPEL HILL ROAD, MORRISVILLE, NC,27560
322,Match,Exact,"1200 CORPORATE CHAPLAIN DR, WAKE FOREST, NC, 27587","-78.52472,35.965645",647298243,L,37,183,54206,1029,1200 CORPORATE CHAPLAIN DRIVE, WAKE FOREST, NC,27587
202,Match,Exact,"104 BAINES CT, CARY, NC, 27511","-78.78109,35.757824",208365525,R,37,183,53506,4011,104 BAINES COURT, CARY, NC,27511
323,Match,Exact,"1720 TRAWICK RD, RALEIGH, NC, 27604","-78.57775,35.79882",639846815,R,37,183,52707,3043,1720 TRAWICK RD, RALEIGH, NC,27604
203,Match,Exact,"1300 ELK FALLS RD, WENDELL, NC, 27591","-78.42612,35.758354",648795641,L,37,183,54402,3007,1300 ELK FALLS RD, WENDELL, NC,27591
324,Match,Exact,"334 S MAIN ST, FUQUAY VARINA, NC, 27526","-78.79977,35.581356",72490902,L,37,183,53107,3006,334 SOUTH MAIN STREET, FUQUAY-VARINA, NC,27526
204,Match,Exact,"6601 PLEASANT PINES DR, RALEIGH, NC, 27613","-78.713036,35.8697",635051081,R,37,183,53726,2003,6601 PLEASANT PINES DRIVE, RALEIGH, NC,27613
325,Match,Exact,"5617 SUNSET LAKE RD, HOLLY SPRINGS, NC, 27540","-78.789154,35.654335",647331696,R,37,183,53201,1047,5617 SUNSET LAKE RD, HOLLY SPRINGS, NC,27540
205,Match,Exact,"1411 AVERSBORO RD, GARNER, NC, 27529","-78.61674,35.693176",72534992,R,37,183,52808,1021,1411 AVERSBORO ROAD SUITE 303, GARNER, NC,27529
326,Match,Exact,"8400 FALLS OF NEUSE RD, RALEIGH, NC, 27615","-78.61911,35.89533",639846341,R,37,183,54011,2000,8400 FALLS OF NEUSE ROAD, RALEIGH, NC,27615
206,Match,Exact,"4008 MITCHELL MILL RD, RALEIGH, NC, 27616","-78.50876,35.882805",639244353,L,37,183,54110,3005,4008 MITCHELL MILL RD STE 100, RALEIGH, NC,27616
328,Match,Exact,"7209 STEPHEN BOYD CT, RALEIGH, NC, 27616","-78.55893,35.880096",72572326,R,37,183,54014,3005,7209 STEPHEN BOYD COURT, RALEIGH, NC,27616
208,Match,Exact,"1030 ROGERS LN, RALEIGH, NC, 27610","-78.549644,35.791515",612823909,R,37,183,54106,3013,1030 N ROGERS LANE SUITE 141, RALEIGH, NC,27610
209,Match,Exact,"907 N STATE ST, RALEIGH, NC, 27604","-78.62059,35.790936",72507888,L,37,183,50500,1014,907 NORTH STATE STREET, RALEIGH, NC,27604
330,Match,Exact,"3301 ROCK QUARRY RD, RALEIGH, NC, 27610","-78.59296,35.747555",208371388,L,37,183,52102,1039,3301-104 ROCK QUARRY RD, RALEIGH, NC,27610
210,Match,Exact,"307 BRIDGE ST, FUQUAY VARINA, NC, 27526","-78.808784,35.589977",72490753,L,37,183,53106,1013,307 BRIDGE ST, FUQUAY-VARINA, NC,27526
331,Match,Exact,"200 DANCERS POINTE LN, CARY, NC, 27518","-78.78711,35.718895",612831445,R,37,183,53405,3003,200 DANCERS POINTE LN, CARY, NC,27518
211,Match,Exact,"724 S MAIN ST, FUQUAY VARINA, NC, 27526","-78.80041,35.57576",72490976,L,37,183,53107,3015,724 SOUTH MAIN STREET, FUQUAY-VARINA, NC,27526
332,Match,Exact,"2209 CANDUN DR, APEX, NC, 27523","-78.83,35.759903",636581151,R,37,183,53424,1035,2209 CANDUN DRIVE, APEX, NC,27523
212,Match,Non_Exact,"309 HOLMAN DR, GARNER, NC, 27529","-78.601616,35.6986",72606024,L,37,183,52808,2017,309 HOLMAN STREET, GARNER, NC,27529
333,Match,Exact,"11100 FELLOWSHIP DR, RALEIGH, NC, 27617","-78.804146,35.919662",639419093,R,37,183,53610,1002,11100 FELLOWSHIP DRIVE, RALEIGH, NC,27617
213,Match,Exact,"3329 FORESTVILLE RD, RALEIGH, NC, 27616","-78.50974,35.88592",639237933,R,37,183,54210,2029,3329 FORESTVILLE RD, RALEIGH, NC,27616
334,Match,Non_Exact,"540 E CHATHAM ST, CARY, NC, 27511","-78.77034,35.790802",72577106,R,37,183,53517,2002,540 E CHATHAM ST, CARY, NC,27511
214,Match,Exact,"2906 BRENTWOOD RD, RALEIGH, NC, 27604","-78.59612,35.819256",624727677,R,37,183,52705,1017,2906 BRENTWOOD RD, RALEIGH, NC,27604
335,Match,Exact,"4815 SIX FORKS RD, RALEIGH, NC, 27609","-78.64433,35.847553",72496649,L,37,183,52601,1015,4815 SIX FORKS ROAD, RALEIGH, NC,27609
216,Match,Exact,"2800 SOURWOOD ST, RALEIGH, NC, 27610","-78.60843,35.740864",72509997,L,37,183,52102,2000,2800 SOURWOOD STREET, RALEIGH, NC,27610
337,Match,Exact,"3330 IDLEWOOD VILLAGE DR, RALEIGH, NC, 27610","-78.617065,35.73601",648795593,R,37,183,52101,1002,3330 IDLEWOOD VILLAGE DR, RALEIGH, NC,27610
217,Match,Non_Exact,"2801 S WILMINGTON ST, RALEIGH, NC, 27603","-78.64664,35.74383",72650221,L,37,183,54500,2028,2801 S WILIMINGTON ST, RALEIGH, NC,27603
338,Match,Non_Exact,"8808 OLD STAGE RD, RALEIGH, NC, 27603","-78.66645,35.65516",208370454,L,37,183,53110,1000,8808 OLD STAGE RD, RALEIGH, NC,27603
218,Match,Exact,"4210 SAINT JAMES CHURCH RD, RALEIGH, NC, 27604","-78.57289,35.8381",72619361,L,37,183,52707,1001,4210 SAINT JAMES CHURCH RD, RALEIGH, NC,27604
339,Match,Exact,"608 ROYAL ST, RALEIGH, NC, 27607","-78.68848,35.791306",72501771,R,37,183,51101,2005,608 ROYAL STREET, RALEIGH, NC,27607
219,Match,Exact,"4206 SAINT JAMES CHURCH RD, RALEIGH, NC, 27604","-78.572876,35.838078",72619361,L,37,183,52707,1001,4206 SAINT JAMES CHURCH RD, RALEIGH, NC,27604
340,Match,Exact,"2100 S MAIN ST, WAKE FOREST, NC, 27587","-78.533005,35.948853",647314503,L,37,183,54206,1029,2100 SOUTH MAIN STREET, WAKE FOREST, NC,27587
220,Match,Non_Exact,"2117 PINEY PLAINS RD, CARY, NC, 27518","-78.75162,35.75224",648795529,R,37,183,53003,1040,2117 PINEY PLAINS ROAD, CARY, NC,27511
100,Match,Exact,"100 LAWSON RIDGE RD, KNIGHTDALE, NC, 27545","-78.48025,35.807697",634094869,L,37,183,54112,1037,100 LAWSON RIDGE ROAD, KNIGHTDALE, NC,27545
221,Match,Exact,"314 BAINBRIDGE CIR, GARNER, NC, 27529","-78.59835,35.688354",72512006,R,37,183,52808,2038,314 BAINBRIDGE CIRCLE, GARNER, NC,27529
342,Match,Exact,"1941 HERITAGE BRANCH RD, WAKE FOREST, NC, 27587","-78.519264,35.948456",612827812,L,37,183,54208,1041,1941 HERITAGE BRANCH ROAD, WAKE FOREST, NC,27587
101,Match,Exact,"2823 SANDERFORD RD, RALEIGH, NC, 27610","-78.612785,35.740192",72509973,L,37,183,52102,2000,2823 SANDERFORD ROAD, RALEIGH, NC,27610
222,Match,Exact,"9003 WESTON PKWY, CARY, NC, 27513","-78.798805,35.82799",612822402,R,37,183,53512,1002,9003 WESTON PARKWAY, CARY, NC,27513
343,Match,Exact,"231 CAPCOM AVE, WAKE FOREST, NC, 27587","-78.526855,35.948624",72485258,R,37,183,54208,1047,231 CAPCOM AVENUE SUITE 180, WAKE FOREST, NC,27587
102,Match,Exact,"3311 CARL SANDBURG CT, RALEIGH, NC, 27610","-78.58174,35.780197",634981830,L,37,183,52001,1000,3311 CARL SANDBURG COURT, RALEIGH, NC,27610
223,Match,Exact,"1024 LYNN RD, RALEIGH, NC, 27612","-78.65442,35.869926",633686709,R,37,183,53707,2020,1024 LYNN ROAD, RALEIGH, NC,27612
344,Match,Exact,"2700 WAKEFIELD PINES DR, RALEIGH, NC, 27614","-78.56092,35.944206",636581038,R,37,183,54207,1108,2700 WAKEFIELD PINES DRIVE, RALEIGH, NC,27614
103,Match,Non_Exact,"301 N WOODROW ST, FUQUAY VARINA, NC, 27526","-78.79445,35.587856",647324909,L,37,183,53107,2005,301 N WOODROW STREET, FUQUAY-VARINA, NC,27526
345,Match,Exact,"8921 PIPPIN RD, ZEBULON, NC, 27597","-78.333984,35.853764",612816459,L,37,183,54301,3013,8921 PIPPIN ROAD, ZEBULON, NC,27597
104,Match,Exact,"901 AVERSBORO RD, GARNER, NC, 27529","-78.617676,35.70058",72606639,R,37,183,52808,1009,901 AVERSBORO ROAD, GARNER, NC,27529
225,Match,Exact,"12401 STRICKLAND RD, RALEIGH, NC, 27613","-78.704216,35.906654",644506610,R,37,183,53711,1013,12401 STRICKLAND ROAD, RALEIGH, NC,27613
105,Match,Exact,"2235 GARNER RD, RALEIGH, NC, 27610","-78.6313,35.75005",612818251,L,37,183,52101,3005,2235 GARNER ROAD, RALEIGH, NC,27610
226,Match,Exact,"2721 RENFROW RD, RALEIGH, NC, 27603","-78.64637,35.746964",72504031,R,37,183,54500,2019,2721 RENFROW ROAD, RALEIGH, NC,27603
347,Match,Exact,"3308 POOLE RD, RALEIGH, NC, 27610","-78.58301,35.770702",208361345,R,37,183,52806,2025,3308 POOLE RD SUITE 108, RALEIGH, NC,27610
106,Match,Exact,"1521 N MAIN ST, FUQUAY VARINA, NC, 27526","-78.765816,35.594803",639840930,L,37,183,53109,1078,1521 NORTH MAIN STREET, FUQUAY-VARINA, NC,27526
227,Match,Non_Exact,"1108 HADLEY DR, RALEIGH, NC, 27610","-78.61896,35.75118",208374899,R,37,183,52101,4033,1108 HADLEY ROAD, RALEIGH, NC,27610
107,Match,Exact,"7441 WHITE OAK RD, GARNER, NC, 27529","-78.579895,35.684",642086405,R,37,183,52808,4017,7441 WHITE OAK RD, GARNER, NC,27529
228,Match,Exact,"900 TRAILWOOD DR, RALEIGH, NC, 27606","-78.69114,35.768745",72502932,R,37,183,52301,3000,900 TRAILWOOD DRIVE, RALEIGH, NC,27606
108,Match,Exact,"7441 WHITE OAK RD, GARNER, NC, 27529","-78.579895,35.684",642086405,R,37,183,52808,4017,7441 WHITE OAK RD, GARNER, NC,27529
229,Match,Non_Exact,"1520 E MILLBROOK RD, RALEIGH, NC, 27609","-78.611176,35.85019",208361131,R,37,183,52701,2003,1520 E MILLBROOK RD, RALEIGH, NC,27609
109,Match,Non_Exact,"312 S MAIN ST, HOLLY SPRINGS, NC, 27540","-78.83364,35.648056",72489812,L,37,183,53204,1021,312 N MAIN STREET, HOLLY SPRINGS, NC,27540
350,No_Match,,,,,,,,,,9565 FLATROCK PARK DRIVE, KNIGHTDALE, NC,27545
110,No_Match,,,,,,,,,,821 S NEW HOPE RD SUITE 105, RALEIGH, NC,27610
352,No_Match,,,,,,,,,,3000 ROCK QUARRY ROAD, RALEIGH, NC,27610
353,No_Match,,,,,,,,,,5109 OAK PARK DR, RALEIGH, NC,27612
235,No_Match,,,,,,,,,,110 TALS ROCK WAY, CARY, NC,27519
13,No_Match,,,,,,,,,,7240 O'KELLY CHAPEL ROAD, CARY, NC,27519
14,No_Match,,,,,,,,,,2904 BARWELL ROAD, RALEIGH, NC,27610
15,No_Match,,,,,,,,,,11555 GREEN LEVEL CHURCH RD, CARY, NC,27519
